en,hi
16th ,१६वाँ
6th ,६वाँ
sixtieth ,साठवाँ
sixtieth,साठवाँ
60th ,६०वाँ
sizeable ,बड़ा
sizable ,बड़ा
sizzle ,सुरसुराना
sizzle ,फनफनाना
sizzling ,गरमागरम
sizzling ,ज़बर्दस्त
red-hot ,लाल-तप्त
hot ,ताज़ातरीन
skate ,स्केट
skate,स्केट
skein ,लच्छी
skeletal ,कंकालीय
skeletal ,कंकालवत्
sketchiness ,अपर्याप्तता
sketchy ,अधूरा
unelaborated ,अधूरा
skew ,तिरछा
skewed ,तिरछा
cockeyed ,तिरछा
cock-eyed,तिरछा
skew-whiff,तिरछा
skewer ,सीख
ski ,स्की
skiing ,स्कीइंग
skid ,फिसलना
skid ,फिसलन
skid ,रोक
shoe ,रोक
brake shoe ,रोक
skiff ,डोंगी
skiffle ,स्किफ़िल
skilful ,कौशलपूर्ण
skillful ,कौशलपूर्ण
skilfully ,कुशलतापूर्वक
skillfully ,कुशलतापूर्वक
acquisition,अर्जन
attainment ,उपलब्धि
attainment ,कला
skill ,योग्यता
skimpy ,अपर्याप्त
skint ,कड़का
bust ,कड़का
stone-broke ,कड़का
stony-broke ,कड़का
skirmish ,मुठभेड़
skirmish ,झड़प
sister,सिस्टर
sister ,नर्स
sister-in-law ,सलहज
skittish ,चंचल
skittish ,अस्थिरमति
skittishness ,शर्मीलापन
skittles,स्किटल्स
ninepins,नाइनपिन्स
skivvy ,नौकरानी
skivvy ,नौकर
slavey ,नौकरानी
slavey ,नौकर
skua,स्क्यूआ
jaeger,जैगर
skulduggery ,छल-कपट
skulduggery ,चालबाज़ी
hocus-pocus ,छल-कपट
skullduggery ,छल-कपट
skullduggery ,चालबाज़ी
slickness ,चालबाज़ी
hanky panky ,छल-कपट
hanky-panky ,छल-कपट
jiggery-pokery ,धोखाधड़ीई
skullcap ,कपाल
calvaria ,कपाल
skunk ,स्कंक
skunk,स्कंक
pot,पॉट
grass,ग्रास
dope,डोप
weed,वीड
gage,गेज
sess,सेस
sens,सेंस
smoke ,स्मोक
locoweed ,लोकोवीड
Alauda arvensis,भरत
skylight ,रोशनदान
fanlight ,रोशनदान
skyline ,गगन-रेखा
slab ,पट्टी
slack ,ढीला
slack ,मंदा
slack ,लापरवाह
slack ,सुस्त
slack ,ढील
slack ,अपर्याप्तता
slack ,मंदी
slack ,शिथिलता
drop-off ,गिरावट
falloff ,गिरावट
slump ,मंदी
slack ,ढिलाई
slackness ,ढिलाई
slake ,बुझाना
slack ,मंदगामी
slacks ,स्लैक्स
slag ,धातुमल
scoria ,धातुमल
dross ,धातुमल
slag ,छिनाल
slake,बुझाना
allay ,बुना
assuage ,बुझाना
slalom,स्लैलम
slam ,धमाका
wooded ,जंगली
slammer ,जेल
jailhouse ,जेल
page,पृष्ठ
slander ,मानहानि
aspersions ,कलंक
smear ,पोतना
smear ,मानहानि
smear ,दाग
smear,स्मियर
vilification,मानहानि
malignment ,मानहानि
smear ,आलेप
smudge ,दाग
daub ,दाग
smirch ,दाग
slur ,दाग
slur,मींड़
calumniatory ,निंदात्मक
slanderous ,निंदात्मक
calumnious ,निंदात्मक
denigrative ,निंदात्मक
denigrating ,निंदात्मक
denigratory ,निंदात्मक
libellous ,निंदात्मक
libelous ,निंदात्मक
libel ,मानहानि
slanging match ,गाली-गलौज
slap-happy ,स्तंभित
carefree ,लापरवाह
freewheeling ,लापरवाह
for ever ,हमेशा
forever,हमेशा
myna,मैना
slat ,पट्टी
spline ,पट्टी
slatted ,पट्टीदार
slate ,स्लेट
slatey ,स्लेटी
slaty ,स्लेटी
slate-gray ,स्लेटी
stone-gray ,स्लेटी
slatey ,स्लेटयुक्त
slaty ,स्लेटयुक्त
Acridotheres,मैना
situate ,रखना
situation ,समस्या
sixty,साठ
60,६०
hot ,प्रचण्ड
hot ,चटकीला
hot ,उत्तेजित
hot ,उत्तेजक
hot ,निपुण
hot ,तीखा
hot ,सफल
hot ,लोकप्रिय
hot ,ताज़ा
hot ,करीब
hot ,व्यस्त
skeleton ,ढांचा
slattern ,वेश्या
street girl ,वेश्या
floozy ,वेश्या
floozie ,वेश्या
trollop ,वेश्या
slut ,वेश्या
slatternly ,फूहड़
blowsy ,फूहड़
sluttishness ,फूहड़पन
slovenliness ,फूहड़पन
butchery ,बूचड़खाना
shambles ,बूचड़खाना
Slav ,स्लाव
Slav ,स्लावभाषी
Slavonic ,स्लावी
Slavic ,स्लावी
slavery,दासता
slavery ,गुलामी
slave-driver ,दासाध्यक्ष
slave labour ,दासश्रमिक
slave labor ,दासश्रमिक
slavish ,दासवत्
subservient ,दासवत्
submissive ,आज्ञाकारी
submissive ,विनम्र
sleaze ,घटियापन
sleazy,घटिया
sleazy ,झीना
chintzy ,छींटदार
chintzy ,कंजूस
tinny ,घटिया
seamy,घटिया
sordid ,अनैतिक
sordid ,घटिया
squalid ,घटिया
squalid ,अनैतिकतापूर्ण
sleaziness ,घटियापन
sledge ,स्लेज
sledgehammer ,हथौड़ा
sled ,स्लेज
sleigh ,स्लेज
sleek ,चिकना
glossy ,चिकना
satiny ,चिकना
sleek ,आकर्षक
sleek ,बना-ठना
slick ,चतुराईपूर्ण
slick ,चिकना
slick ,सतही
glib ,सतही
pat ,सतही
slick ,धूर्ततापूर्ण
knavish ,कपटपूर्ण
tricky ,धूर्त
wily ,धूर्त
slipperiness ,चिकनापन
slip ,चिकनापन
sleekness ,चिकनापन
sleepless ,निद्रारहित
sleeplessness ,अनिद्रा
sleeper ,आतंकवादी
sleeper ,स्लीपर
crosstie ,क्रौसटाई
sleeper,स्लीपर
sleeper ,छल्ला
sleeper ,शहतीर
sleepiness ,उनींदापन
skeletal frame ,ढांचा
underframe ,ढांचा
frame,ढांचा
sleepwalker ,निद्राचारी
somnambulist ,निद्राचारी
noctambulist ,निद्राचारी
jacket ,जैकेट
jacket ,आवरण
jacket,दंत-टोप
jacket crown ,दंत-टोप
jacket ,पुस्तकावरण
dust jacket ,पुस्तकावरण
jacket ,बाह्यावरण
sleeve ,आवरण-नली
sleeved ,आस्तीनदार
bootless ,व्यर्थ
vain ,खोखला
lissome ,लचीला
horseshoes,हॉर्सशूज़
quoits,कौइट्स
quoit,कौइट
pant,पेंट
skip ,चूक
skip ,छिछलाना
slenderness ,पतलापन
slenderness ,छरहरापन
thinness ,पतलापन
tenuity ,पतलापन
slightness ,छरहरापन
slimness ,छरहरापन
sleuth ,जासूस
sleuthhound ,जासूस
slew ,ढेर
slicker ,मक्कार
city slicker ,मक्कार
slide-rule ,स्लाइड-रूल
sludge ,अवमल
slimy ,चिपचिपा
slimy ,चापलूस
slimed ,चिपचिपा
sling ,लटकाना
sling ,गलपट्टी
sling ,उत्तोलक
sling ,लटकन
sling ,गोफ़न
sling ,गुलेल
slingshot ,गुलेल
sling,स्लिंग
slinky ,चुस्त
slippage ,चूक
slippage ,गिरावट
slipper ,स्लीपर
painter,पागर
slithery ,फिसलनदार
sliver ,छिपटी
splinter ,छिपटी
flinders ,छिपटी
sliver ,चीरना
sloe,स्लो
catchword ,नारा
slogan ,नारा
shibboleth ,नारा
sloganeering ,नारेबाजी
slop ,बहना
slop ,छलकाना
spill ,छलकना
spill ,छलकाना
splatter ,छलकाना
slop ,जूठन
slops ,जूठन
sloppiness ,लापरवाही
slovenliness ,फूहड़ता
unkemptness ,फूहड़ता
slot ,खाँचा
slot ,स्थान
slot,स्लॉट
slot ,समय-निर्धारणअना
slotted ,खाँचेदार
tree sloth ,स्लॉथ
sloth ,आलस्य
slothfulness ,आलस्य
slothfulness ,सुस्ती
slothful ,आलसी
faineant ,आलसी
otiose ,आलसी
otiose ,प्रभावहीन
slough ,खुरंड
slough ,दलदल
slough ,केंचुल
sloughy ,दलदली
miry ,दलदली
quaggy ,दलदली
swampy ,दलदली
slowly,आहिस्ता
tardily ,आहिस्ता
slowpoke ,आलसीई
slowworm,मंदकीट
blindworm,मंदकीट
Anguis fragilis,मंदकीट
slug ,घोंघा
slug ,गोली
slug ,घूँट
slug ,धातुपिण्ड
slug ,अलसाना
sluggish ,मंद
sluggish ,सुस्त
torpid ,निष्क्रिय
sluggish,मंदा
sluggishly ,धीरे-धीरे
sluggishness ,निष्क्रियता
sluggishness ,सुस्ती
lethargy ,सुस्ती
lethargic ,सुस्त
unenergetic ,सुस्त
sluice ,जलद्वार
sluice gate ,जलद्वार
sluiceway ,जलमार्ग
penstock ,जलमार्ग
sluice ,धोना
slumber ,नींद
slumber ,सोना
slump ,गिरावट
falling off ,गिरावट
slurp ,सुड़कना
slurp ,सुड़कन
slurry ,गारा
slurry ,घोल
slush ,तेल
slush,स्लश
slushy ,कीचड़दार
sluttish ,कामुकतापूर्ण
easy ,कामुकतापूर्ण
promiscuous ,कामुकतापूर्ण
slyly ,धूर्ततापूर्वक
craftily ,धूर्ततापूर्वक
foxily ,धूर्ततापूर्वक
knavishly ,धूर्ततापूर्वक
slyness ,धूर्तता
craftiness ,धूर्तता
foxiness ,धूर्तता
wiliness ,धूर्तता
smacker,स्मैकर
smack,स्मैक
smack ,तमाचा
smack ,स्वाद
smack ,मुक्का
smack ,भड़
smack ,ठीक
thunder,थंडर
smallish ,छोटा-सा
smallness ,छोटापन
smallness,छोटापन
triviality ,क्षुद्रता
smartness ,हाज़िरजवाबी
smashing ,तोड़-फोड़
shattering ,तोड़-फोड़
smelly ,बदबूदार
smelt ,पिघलाना
smelt,स्मेल्ट
smelter ,प्रगालक
smelter ,प्रगलनशाला
smeltery ,प्रगलनशाला
smidgen,चुटकी
smelting-furnace ,प्रगलन-भट्टी
smelting-house ,प्रगलनशाला
smelting-works ,प्रगलनशाला
smith ,लुहार
smithereens ,धुर्रे
smithy ,लुहारखाना
smock ,चोगा
smokeless ,धूमहीन
smokeless ,धूम्रमुक्त
smoke-free ,धूम्रमुक्त
smoker ,पुरुष-गोष्ठी
smoker ,धूम्रकक्ष
smoking car ,धूम्र-यान
smoking carriage ,धूम्र-यान
smoking compartment ,धूम्रकक्ष
smoulder ,सुलगना
smoulder ,दहकना
smolder ,सुलगना
smolder ,दहक्
smooch ,चुंबन
smooch,स्मूच
smoothie,स्मूदी
smoothness ,चिकनापन
smoothness ,सहजता
smother ,ढाँकना
smother ,रोकना
smother ,बुझाना
smutch ,गंदा
smudgy ,दाग-धब्बेदार
smirched ,दाग-धब्बेदार
smudged ,दाग-धब्बेदार
smugness ,आत्मसंतुष्टि
smuggle ,तस्करीअना
smuggler ,तस्कर
smuggling ,तस्करी
snag ,बाधा
snag ,नोक
snag ,ठूँठ
snag ,चीरा
snag,चीरना
snail ,घोंघा
snail,घोंघा
snake-bite ,सर्पदंश
snappy ,रोचक
snappy ,चुस्त
snappy ,चिड़चिड़ा
snappy ,उत्साही
snappish ,चिड़चिड़ा
snappy ,स्फूर्तिदायक
snappy ,फुर्तीला
snappiness ,चिड़चिड़ापन
snappiness ,रोचकता
snap ,फ़ोटो
shot ,फ़ोटो
snare ,फंदा
snare ,जाल
snare,स्नेयर
snare ,फँसाना
snarl ,गुर्राना
snarl ,गुर्राहट
snarl ,चिड़चिड़ाहट
snarl ,जाम
snarl up ,जाम
snarl ,उलझन
snarl ,गाँठ
snatcher ,अपहरणकर्ता
kidnapper ,अपहरणकर्ता
kidnaper ,अपहरणकर्ता
abductor ,अपहरणकर्ता
sneak ,चुगलखोर
sneak ,चोर
sneak ,मुखबिर
fink ,मुखबिर
snitch ,चुगलखोर
snitcher ,चुगलखोर
stoolpigeon ,मुखबिर
stoolie ,मुखबिर
stool pigeon ,मुखबिर
sneaker ,मुखबिर
canary ,मुखबिर
sneak ,गुप्त
sneaky ,गुप्त
sneakiness ,कमीनापन
sneaking ,गुप्त
pilferer ,उठाईगीषा
snitcher ,उठाईगीषा
sneer ,व्यंग्योक्ति
sneering ,व्यंग्यात्मक
sneering ,उपेक्षापूर्ण
supercilious ,उपेक्षापूर्ण
snide ,व्यंग्यात्मक
sneeze ,छींक
snide ,व्यंग्यपूर्ण
sniff ,सूंघना
sniff ,गंध
sniff ,सिसकी
sniff ,भनक
sniff,गंध
sniffle ,सिसकी
supercilious ,नकचढ़ा
snip ,काटना
snip ,चीरा
snip ,कच-कच
snip,कैंचा
snips ,कैंचा
snip ,कतरन
snippet ,कतरन
snipping ,कतरन
snipe,स्नाइप
snippet ,टुकड़ा
snivel ,रिरियाना
snivel ,पिनपिनाना
snivel ,रिरियाहट
sniveling ,रिरियाहट
snob ,वर्गदंभी
snob ,घमण्डी
prig ,वर्गदंभी
prig ,घमण्डी
snot ,घमण्डी
snoot ,घमण्डी
snobbery ,दंभ
snobbery ,वर्गदंभ
snobbism ,वर्गदंभ
snobbism ,दंभ
snobbishness ,वर्गदंभ
snobbishness ,दंभ
snooker,स्नूकर
snoop ,जासूस
snooper ,जासूस
snoop ,ताक-झाँक
snooty ,घमण्डी
persnickety ,घमण्डी
snot-nosed ,घमण्डी
snotty ,घमण्डी
stuck-up ,घमण्डी
uppish ,घमण्डी
snootiness ,घमण्डीपन
snooze ,झपकी
catnap ,झपकी
cat sleep ,झपकी
snore ,खर्राटा
snoring ,खर्राटा
variola ,चेचक
variola major ,चेचक
squirt ,फुहार
jet ,फुहार
spurt ,फुहार
spirt ,फुहार
petty ,संकीर्ण
titivate ,सजाना
tittivate ,सजाना
smartness ,टीस
smarting ,टीस
brightness ,तेजस्विता
cleverness ,होशियारी
smartness ,जोश
alacrity ,जोश
briskness ,जोश
bang-up ,शानदार
bully ,शानदार
funky ,ज़बर्दस्त
ill-scented ,बदबूदार
scintilla ,कणमात्र
whit ,लेशमात्र
tittle ,रत्ती
smidgeon ,चुटकी
smidgin ,चुटकी
smidge ,चुटकी
gaberdine ,चोगा
snort ,फुनफुनाना
snort,फूत्कार
snort ,फुनफुनाहट
snout ,थूथन
neb ,थूथन
snout ,टोंटी
snows ,बर्फ़
snowy ,हिमाच्छादित
snowy ,बर्फ़ानी
snow-clad ,हिमाच्छादित
snowball,स्नोबॉल
sweet sand verbena ,स्नोबॉल
Abronia elliptica ,स्नोबॉल
snowball ,गोला
snub ,अपमान
snub ,चपटा
snub ,झिड़की
snuff ,बुझाना
snuff ,सूंघना
snuff ,नसवार
snuffle ,सूँघना
snuffle ,सूँ-सूँ
snuffling ,सूँ-सूँ
snugness ,आराम
snugness ,सुरक्षितता
soapy ,चाटुकारितापूर्ण
buttery ,चाटुकारितापूर्ण
oleaginous ,चाटुकारितापूर्ण
smarmy ,चाटुकारितापूर्ण
unctuous ,चाटुकारितापूर्ण
soaprock ,सिलखड़ी
soap-rock ,सिलखड़ी
steatite ,सिलखड़ी
suds ,बीयर
soapberry ,पीलू
soapberry,पीलू
soap nut ,रीठा
sobriety ,अमत्तता
sobriety ,गंभीरता
soberness ,अमत्तता
sobriety ,संयम
dryness ,संयम
sobriety ,गांभीर्य
soberness ,गांभीर्य
graveness ,गांभीर्य
somberness ,गांभीर्य
sombreness ,गांभीर्य
sobriety ,परहेज़
temperance ,परहेज़
sociable ,मिलनसार
social ,मिलनसार
mixer ,मिलनसार
mixer ,मिक्सर
sociable ,सामाजिक
sociable ,समाजशील
sociability ,समाजशीलता
sociableness ,समाजशीलता
socialistic ,समाजवादी
socialize ,मिलना-जुलना
socialise ,मिलना-जुलना
socialization ,सामाजीकरण
socialisation ,सामाजीकरण
socialization ,मिलना-जुलना
socialisation ,मिलना-जुलना
socialisation ,संस्कृतिग्राह्यता
socialization ,संस्कृतिग्राह्यता
acculturation ,संस्कृतिग्राह्यता
enculturation ,संस्कृतिग्राह्यता
sociological ,समाजशास्त्रीय
sociobiology ,समाजजैविकी
sociologist ,समाजशास्त्री
socket,सौकेट
socket ,कोटर
sod ,आदमी
sod,आदमी
sod ,मुश्किल
soda ,सोडा
pop ,पॉप
sal soda ,सोडा
soda ash ,सोडा
sod ,लौंडेबाज़
sodomite ,लौंडेबाज़
sodomist ,लौंडेबाज़
bugger ,लौंडेबाज़
afterbirth,खेड़ी
rappeller ,रज्जु-आरोही
rappel ,रज्जु-आरोहण
Boer,बोअर
Afrikander,अफ़्रिकैनी
young ,अल्पवयस्क
principality ,रियासत
afloat,जलप्लावित
ampere ,ऐंपियर
ace ,शानदार
super ,शानदार
amp,ऐंप
amplifier ,ऐम्प्लीफ़ायर
adenine,ऐडिनीन
crack ,सर्वश्रेष्ठ
amp ,ऐंप
tops ,सर्वश्रेष्ठ
Paxto,पश्तो
Pashtu,पश्तु
Pashto,पश्तो
Afghani,अफ़गानी
Afghanistani,अफ़गानीवासी
affluence,समृद्धि
affluence,संपन्नता
affliction,रोग
affix,जोड़ना
sensual ,रत्यात्मक
philia,स्नेह
warmheartedness,स्नेह
warmness,स्नेह
affectionateness,स्नेह
affectionate,स्नेही
affect,बदलना
affected,बनावटी
affectedness,दिखावा
affairs,कामकाज
affaire,प्रेम-सम्बन्ध
cavernous ,गुफ़ानुमा
amiableness,सौम्यता
amiability,सौम्यता
affableness,सौजन्य
affableness,सुशीलता
affability,मिलन्सारी
affability,सुशीलता
a couple of,थोड़्
leap day ,अधिदिवस
go for ,लेना
aestheticism,सौंदर्यबोध
esthetical,सौंदर्य-संबंधी
world ,संसारअ
aesthetic,सौंदर्यप्रेमी
aesthetic,सौंदर्यशास्त्रीय
aerolite ,उल्काश्म
aerosol,एरोविलय
aeronautics,विमान-विद्या
aeronautics,विमान-विज्ञान
aerolitic ,उल्काश्मिक
aerogramme ,आरोहण-आलेख
aeromechanics,वायुगतिकी
drome,हवाई-अड्डा
airdrome,हवाई-अड्डा
getaway ,अवकाश-स्थल
aeration,वायु-मिश्रण
aeration,वायु-संचारण
breastplate,अस्त्राण
aegis,अस्त्राण
cellular ,कोष्ठात्मक
egis,कवच
aegis,कवच
barrack ,बैरक
pleader,वकील
pleader,अधिवक्ता
counselor-at-law,अधिवक्ता
advocator,पक्ष-समर्थक
planning board,परामर्शमण्डलअ
advisory board,परामर्शमण्डल
Warlpiri ,वार्लपरी
Walbiri,वालबरी
Warlpiri,वार्लपरी
warlord ,समर-नेता
reposition ,भण्डारणअ
repositing ,भण्डारण
warehouser ,गोदाम-निरीक्षक
warehouseman ,गोदाम-निरीक्षक
merchandise ,उत्पाद
ware ,उत्पाद
ware ,सामान
press,अल्मारी
wardress ,जेल-अधीक्षिका
warder ,जेल-अधीक्षक
warden ,वार्डन
Warburg,वार्बर्ग
warbler ,गवैया
warbler,फुदकी
warble ,घट्ठा
war whoop ,रणनाद
cry ,नारा
rallying cry ,नारा
war cry ,नारा
wapiti,वापिटी
wantwit ,मूर्ख
want-wit ,मूर्ख
wantonly ,निर्दयतापूर्वक
deficient ,कम
wanting ,कम
nonexistent ,अवास्तविक
missing ,नामौजूद
missing ,अनुपस्थित
wanting ,नामौजूद
wanting ,अनुपस्थित
wanted ,अपेक्षित
wanted ,वांछित
wantonness ,बेफ़िक्री
motiveless ,अकारण
wanton ,अनियंत्रित
wanton ,अकारण
wanton ,व्यभिचारिणी
needer ,आकांक्षी
wanter ,आकांक्षी
wanness ,पीलापन
wanker ,हस्तमैथुनकर्ता
wank ,हस्तमैथुन
courtesan ,गणिका
conterminous ,निकटस्थ
sandbar ,बालू-भित्ति
sand bar ,बालू-भित्ति
waning ,घटाव
signboard ,सूचना-पट्ट
signboard ,नामपट्ट
fumigation ,धूम्रीकरण
snug ,आरामदायक
cozy ,आरामदेह
cosy ,आरामदेह
palate ,स्वाद
palate ,तालु
wangling ,चालबाज़ी
wangle ,चालबाज़ी
go down ,घटना
decline ,घटना
wane ,घटना
ebbing ,ह्रासअ
wane ,ह्रास
ebb ,ह्रास
roving ,घुमंतू
peregrine ,घुमंतू
nomadic ,घुमंतू
mobile ,घुमंतू
wandering ,घुमंतू
baton,छड़ी
wand ,डंठल
wand ,छड़ी
wan ,हल्का
WAN,वैन
perambulate ,टहलना
walk around ,टहलना
walk about ,टहलना
withdrawal ,प्रत्याहरण
withdrawal ,धनाहरण
climb-down ,प्रत्याहार
backdown ,प्रत्याहार
Scott,स्कौट
Disneyland,डिज़्नीलैण्ड
Disney,डिज़्नी
walrus ,वालरस
Walpole,वालपोल
wallow ,लड़खड़ाना
wallow ,लोटना
wallow ,अधमता
wallop ,प्रहार
wallop ,प्रभाव
notecase ,बटुआ
billfold ,बटुआ
strabismus ,भेंगापन
strabismus ,तिर्यकदृष्टि
wallet ,पर्स
wall tent ,छोलदारी
wall panel ,भित्ति-अस्तरण
tichodrome,टाइकोड्रोमअ
wallpaper ,वालपेपर
walkover ,कटिचक्रासन
walkout ,हड़ताल
walking delegate ,संघ-प्रतिनिधि
walky-talky ,वाकी-टाकी
walkie-talkie ,वाकी-टाकी
walker ,वाकर
Zimmer ,ज़िमर
walker ,चल-सहायक
walk of life ,व्यवसाय
walk-through ,दिखाना
walk ,टहलना
wheal ,धारी
weal ,धारी
welt ,धारी
wale ,धारी
Waldheim,वाल्डाइम
sound ,गहरा
profound ,गाढ़ा
heavy ,गहरा
wakeless ,गाढ़ा
wakeful ,सजग
waking ,जागृत
waking ,रतजगा
waking up ,जागना
awakening ,जागना
wakening ,जागना
watchfulness ,सतर्कता
wakefulness ,जागरूकता
wakefulness ,अनिद्रा
wakeboard ,तरंग-पट्टी
wake board ,तरंग-पट्टी
adman,विज्ञापनदाता
advertizer,विज्ञापक
advertiser,विज्ञापक
wake-up call ,चेतावनी
Wake,वेक
viewing ,शोक-प्रदर्शन
wake ,परिणाम
ready and waiting ,प्रतीक्षारत
waiting ,प्रतीक्षारत
wainscoted ,काष्ठास्तरित
wailing ,शोकपूर्ण
wailful ,शोकपूर्ण
waiver ,अधित्याग-पत्र
waiver ,अधित्याग
waiting line ,कतार
lounge ,प्रतीक्षालय
waiting area ,प्रतीक्षालय
waiter,वेटर
cincture ,कमरपेटी
waistcloth ,कमरपेटी
advertise,कहना
waist pack ,कमर-थैली
waistband ,कमरपेटी
waiting ,इंतज़ार
wait,इंतज़ार
wait ,ठहरना
waistline ,कमर
wainscotting ,काष्ठास्तरण
wainscoting ,काष्ठास्तरण
wainscot ,काष्ठास्तरण
Wain,वेन
bawling ,क्रंदन
wailing ,क्रंदन
advertizing,विज्ञापन
adversity,विपत्ति
Wahhabism ,वहाबीवाद
Wahabism ,वहाबीवाद
Wahhabi ,वहाबी
Wahabi ,वहाबी
adverbial,क्रिया-विशेषण-संबंधी
waggish ,मज़ाकिया
adverb,क्रिया-विशेषण
adventuresome,साहसिक
working-class ,श्रमजीवी
wage-earning ,श्रमजीवी
wainwright ,वैगन-निर्माता
wagonwright ,वैगन-निर्माता
waggonwright ,वैगन-निर्माता
wagoner ,वैगन-चालक
waggoner ,वैगन-चालक
Dipper,सप्तर्षि
Big Dipper,सप्तर्षि
Wagon,सप्तर्षि
wagon,वैगन
waggon,वैगन
drollery ,परिहास
waggery ,मज़ाक
waggishness ,मसखरापन
waggery ,मसखरापन
payoff ,प्रतिदान
wager ,बाज़ी
earner ,श्रमजीवी
wage earner ,श्रमजीवी
waggle,हिलाना
waggle ,हिलाना
waving ,संकेत
wafture ,संकेत
waffle ,हिचकिचाना
waffle,वॉफ़ल
wading bird,जलपक्षी
wader,जलपक्षी
bundle ,भरना
pack ,भरना
wad ,भरना
plug ,चुटकी
quid ,चुटकी
wad ,चुटकी
wad ,ढेर
wad ,फाहा
whacky ,पागल
wacky ,पागल
sappy ,हास्यास्पद
goofy ,हास्यास्पद
cockamamy ,हास्यास्पद
cockamamie ,हास्यास्पद
zany ,हास्यास्पद
whacky ,हास्यास्पद
wacky ,हास्यास्पद
vulviform ,बहिर्भगाकार
vulnerable point ,मर्मस्थल
smuttily ,अश्लीलतापूर्वक
vulgarly ,अश्लीलतापूर्वक
vulvar ,योनिमुखीय
vulturous ,हिंस्र
vulturine ,हिंस्र
adventitious,आकस्मिक
criminal conversation ,अन्यगमन
advantageous,लाभकारी
advantageous,लाभकर
advantageous,लाभप्रद
advantageous,फायदेमन्द
vulnerable ,अतिसंवेदनशील
vulnerable ,असुरक्षित
cured ,उपचारित
vulcanized ,वल्कनीकृत
vulcanised ,वल्कनीकृत
advantageousness ,लाभप्रदता
advancement,उन्नति
vulture,गिद्ध
vulgarity ,घटियापन
grossness ,घटियापन
coarseness ,घटियापन
vulnerability ,अतिसंवेदनशीलता
exposure ,अरक्षितता
vulnerability ,अरक्षितता
Vulgate ,वल्गेट
popularisation ,प्रचालन
popularization ,प्रचालन
vulgarization ,प्रचालन
vulgarisation ,प्रचालन
vulgarization ,असभ्यीकरण
vulgarisation ,असभ्यीकरण
uncouth ,असंस्कृत
rough-cut ,असंस्कृत
gross ,अश्लील
crude ,अश्लील
coarse ,अश्लील
vulgar ,अश्लील
vulgar ,आम
ebonite ,एबोनाइट
vulcanite ,वल्कनाइट
vulcanizer ,वल्कनीकार
vulcaniser ,वल्कनीकार
vulcanisation ,वल्कनीकरण
vulcanization ,वल्कनीकरण
Hephaistos,हिफ़ैस्टस
Hephaestus,हिफ़ैस्टस
Vulcan,वल्कन
voyeuristical ,दृश्यरतिक
voyeuristic ,दृश्यरतिक
voyeurism ,दर्शनरति
voyeur ,दृश्यरतिक
voyageable ,पारगमनीय
voyageable ,नौवाह्य
voyager ,समुद्रयात्री
vowelled ,स्वरपूर्ण
vowellike ,स्वरवत्
vowelized ,स्वरांकित
vowelised ,स्वरांकित
assonance ,स्वरसाम्य
vowel rhyme ,स्वरसाम्य
vowel sound ,स्वर
voussoir ,डाट-पत्थर
vouge ,भाला
vouchee ,गवाह
vouchee ,साक्षी
voting trust ,मत-न्यास
voting stock ,मत-भण्डार
voting right ,मताधिकार
election district ,चुनाव-क्षेत्र
voting precinct ,चुनाव-क्षेत्र
voting booth ,मतदान-केंद्र
balloting ,मतदान
voting ,मतदान
vote of non-confidence ,अविश्वास-प्रस्ताव
votary ,समर्थक
votary ,उपासक
votary ,अनुयायी
votary ,भक्त
rapacious ,भुक्खड़
voracious ,भुक्खड़
vortex ,भँवर
vortex ,चक्राकार
hoodoo ,हूडू
juju ,जूजू
vomitory ,प्रवेश-द्वार
advance,प्रस्ताव
betterment,प्रगति
betterment,उन्नति
betterment,सुधारअ
advance,वृद्धि
advanced,अग्रिम
adulthood,प्रौढ़ता
grownup ,वयस्क
fornication,परगमन
adulterous,बेवफ़ा
adulterous,धोखेबाज़
adulteress,व्यभिचारिणी
fornicator,परस्त्रीगामी
fornicator,व्यभिचारी
adulterer,व्यभिचारी
adulation,खुशामद
deftness,कुशलता
adroitness,कुशलता
disgorgement ,उल्टी
puking ,उल्टी
regurgitation ,उल्टी
emesis ,उल्टी
vomiting ,उल्टी
vomer,वोमर
voluptuously ,विलासितापूर्वक
voluntarily ,अपने-आप
voluptuous ,विलासमय
curvy ,सुडौल
voluptuous ,आकर्षक
voluminous ,प्रचुर
voluminous ,घुमावदार
voluminous ,भारी-भरकम
voluble ,बातूनी
voluble ,वाचाल
volitional ,स्वैच्छिक
volar ,करतलीय
volant ,उड़नशील
volva ,अधोवेष्टन
volution ,चक्कर
whorled ,कुंडलीदार
voluted ,कुंडलीदार
spiraling ,कुंडलीदार
spiral ,कुंडलीदार
coiling ,कुंडलीदार
volute ,कुंडलीदार
volute ,कुंडली
voluptuousness ,विलासिता
sybaritic ,विलासमय
voluptuary ,विलासमय
sybarite,ऐयाश
voluptuary,ऐयाश
volunteer ,अवैतनिक
volumetrical ,आयतनमितीय
volumetric ,आयतनमितीय
voluntary ,स्वेच्छाकृत
voluntary ,ऐच्छिक
military volunteer,स्वयंसेवी
volunteer,स्वयंसेवी
voluntary,स्वयंसेवी
fullness ,विपुलता
voluminousness ,विपुलता
voluminosity ,विपुलता
volumeter,वॉल्यूमीटर
volumeter,आयतनमापी
articulateness ,धाराप्रवाहिता
volubility ,धाराप्रवाहिता
voltmeter,वोल्टमीटर
voltmeter,वोल्टमापी
